job_id,job_name,experience_required,education
42392,Data Scientist,10,PhD
42393,Machine Learning Engineer,4,PhD
42394,Data Engineer,7,Master
42395,Data Scientist,2,Bachelor
42396,Research Scientist,9,PhD
42397,Research Scientist,10,Bachelor
42398,Research Scientist,9,PhD
42399,Big Data Engineer,10,Master
42400,Statistician,8,Master
42401,Data Scientist,7,PhD
42402,Machine Learning Engineer,4,PhD
42403,Machine Learning Engineer,3,Master
42404,Machine Learning Engineer,7,Bachelor
42405,Business Intelligence Analyst,2,Master
42406,Data Architect,7,Master
42407,Data Scientist,8,Bachelor
42408,Data Analyst,4,Bachelor
42409,Quantitative Analyst,6,PhD
42410,Data Analyst,5,Master
42411,Data Scientist,2,Master
42412,Data Architect,3,PhD
42413,Big Data Engineer,1,Bachelor
42414,Quantitative Analyst,5,Bachelor
42415,Business Intelligence Analyst,3,PhD
42416,Data Engineer,4,Master
42417,Data Scientist,5,Bachelor
42418,Business Intelligence Analyst,2,PhD
42419,Data Engineer,8,Master
42420,Data Architect,2,PhD
42421,Quantitative Analyst,2,PhD
42422,Quantitative Analyst,9,Bachelor
42423,Data Engineer,1,Bachelor
42424,Big Data Engineer,7,Master
42425,Data Architect,6,Bachelor
42426,Data Scientist,5,Master
42427,Research Scientist,4,Bachelor
42428,Data Analyst,9,Master
42429,Statistician,3,Bachelor
42430,Machine Learning Engineer,1,PhD
42431,Data Analyst,1,PhD
42432,Statistician,8,PhD
42433,Data Engineer,9,PhD
42434,Data Scientist,1,PhD
42435,Business Intelligence Analyst,3,Bachelor
42436,Data Engineer,1,Bachelor
42437,Data Engineer,7,PhD
42438,Data Engineer,5,Bachelor
42439,Data Scientist,1,PhD
42440,Data Analyst,4,PhD
42441,Data Analyst,3,Master
42442,Machine Learning Engineer,5,PhD
42443,Business Intelligence Analyst,3,Master
42444,Quantitative Analyst,1,Bachelor
42445,Data Analyst,7,PhD
42446,Statistician,5,PhD
42447,Quantitative Analyst,1,Master
42448,Statistician,3,Bachelor
42449,Quantitative Analyst,4,PhD
42450,Statistician,6,Master
42451,Business Intelligence Analyst,3,Bachelor
42452,Data Scientist,6,Bachelor
42453,Machine Learning Engineer,3,PhD
42454,Data Engineer,10,Master
42455,Machine Learning Engineer,9,PhD
42456,Data Architect,6,PhD
42457,Quantitative Analyst,8,PhD
42458,Data Analyst,10,Master
42459,Business Intelligence Analyst,10,PhD
42460,Data Architect,3,Master
42461,Quantitative Analyst,8,PhD
42462,Quantitative Analyst,2,Bachelor
42463,Statistician,5,PhD
42464,Data Analyst,1,Master
42465,Data Analyst,4,Master
42466,Statistician,1,Master
42467,Machine Learning Engineer,5,Master
42468,Data Analyst,3,Master
42469,Machine Learning Engineer,6,Master
42470,Data Architect,9,Bachelor
42471,Data Engineer,2,PhD
42472,Statistician,6,PhD
42473,Data Architect,8,Bachelor
42474,Machine Learning Engineer,9,Master
42475,Data Engineer,3,Master
42476,Statistician,10,Bachelor
42477,Data Analyst,2,Master
42478,Data Engineer,1,Master
42479,Data Scientist,2,Master
42480,Data Engineer,8,Master
42481,Machine Learning Engineer,9,Master
42482,Research Scientist,4,Master
42483,Statistician,2,Master
42484,Quantitative Analyst,1,Bachelor
42485,Statistician,10,Master
42486,Business Intelligence Analyst,10,PhD
42487,Data Analyst,5,PhD
42488,Research Scientist,9,Bachelor
42489,Quantitative Analyst,6,Master
42490,Data Architect,2,PhD
42491,Business Intelligence Analyst,5,PhD
42492,Data Scientist,5,Bachelor
42493,Statistician,10,Bachelor
42494,Data Architect,8,Master
42495,Research Scientist,6,Master
42496,Data Engineer,1,Bachelor
42497,Machine Learning Engineer,9,PhD
42498,Data Scientist,4,PhD
42499,Data Analyst,3,Master
42500,Statistician,4,PhD
42501,Big Data Engineer,10,PhD
42502,Data Architect,5,Bachelor
42503,Research Scientist,8,Bachelor
42504,Quantitative Analyst,5,Master
42505,Machine Learning Engineer,10,Master
42506,Business Intelligence Analyst,2,Bachelor
42507,Research Scientist,4,PhD
42508,Data Analyst,8,PhD
42509,Data Engineer,5,Master
42510,Data Engineer,7,PhD
42511,Big Data Engineer,9,Master
42512,Quantitative Analyst,9,Master
42513,Quantitative Analyst,2,Bachelor
42514,Big Data Engineer,2,Bachelor
42515,Data Architect,1,Master
42516,Data Architect,7,Master
42517,Data Architect,5,Bachelor
42518,Data Analyst,7,Bachelor
42519,Data Analyst,8,Master
42520,Data Scientist,6,Master
42521,Statistician,6,Bachelor
42522,Data Analyst,10,Bachelor
42523,Big Data Engineer,9,PhD
42524,Data Architect,7,Master
42525,Machine Learning Engineer,1,Master
42526,Quantitative Analyst,9,PhD
42527,Big Data Engineer,9,Bachelor
42528,Data Architect,5,Master
42529,Machine Learning Engineer,10,Bachelor
42530,Data Engineer,7,Bachelor
42531,Data Engineer,8,Bachelor
42532,Data Architect,8,Bachelor
42533,Quantitative Analyst,3,PhD
42534,Statistician,8,PhD
42535,Big Data Engineer,10,Master
42536,Data Scientist,7,Master
42537,Business Intelligence Analyst,1,Master
42538,Research Scientist,10,PhD
42539,Data Analyst,8,Master
42540,Business Intelligence Analyst,8,PhD
42541,Research Scientist,3,Bachelor
42542,Statistician,8,PhD
42543,Data Scientist,9,PhD
42544,Data Engineer,9,Bachelor
42545,Data Analyst,1,PhD
42546,Data Architect,10,PhD
42547,Business Intelligence Analyst,7,Bachelor
42548,Business Intelligence Analyst,8,Bachelor
42549,Quantitative Analyst,7,PhD
42550,Statistician,8,PhD
42551,Business Intelligence Analyst,1,Bachelor
42552,Data Scientist,1,PhD
42553,Research Scientist,10,PhD
42554,Big Data Engineer,5,PhD
42555,Machine Learning Engineer,6,Bachelor
42556,Business Intelligence Analyst,6,PhD
42557,Data Scientist,1,PhD
42558,Machine Learning Engineer,2,Master
42559,Machine Learning Engineer,2,Master
42560,Data Engineer,2,Master
42561,Data Engineer,3,Bachelor
42562,Data Scientist,7,PhD
42563,Data Analyst,2,Bachelor
42564,Machine Learning Engineer,6,PhD
42565,Data Scientist,3,PhD
42566,Quantitative Analyst,2,PhD
42567,Machine Learning Engineer,9,Bachelor
42568,Statistician,2,Bachelor
42569,Big Data Engineer,1,PhD
42570,Research Scientist,10,Bachelor
42571,Data Architect,4,Master
42572,Data Analyst,1,Bachelor
42573,Quantitative Analyst,3,PhD
42574,Statistician,3,PhD
42575,Data Scientist,3,Bachelor
42576,Research Scientist,9,Bachelor
42577,Data Scientist,10,Bachelor
42578,Statistician,4,PhD
42579,Quantitative Analyst,9,PhD
42580,Research Scientist,2,Master
42581,Data Architect,1,PhD
42582,Data Analyst,10,Bachelor
42583,Business Intelligence Analyst,1,Bachelor
42584,Data Engineer,1,Master
42585,Data Analyst,1,Master
42586,Machine Learning Engineer,1,Master
42587,Research Scientist,1,PhD
42588,Machine Learning Engineer,7,Bachelor
42589,Data Scientist,7,Bachelor
42590,Data Engineer,5,PhD
42591,Research Scientist,5,PhD
42592,Research Scientist,6,Master
42593,Research Scientist,10,PhD
42594,Business Intelligence Analyst,6,Master
42595,Statistician,4,Master
42596,Machine Learning Engineer,6,Master
42597,Data Analyst,9,Bachelor
42598,Research Scientist,7,Master
42599,Big Data Engineer,6,Bachelor
42600,Data Analyst,7,Bachelor
42601,Data Scientist,6,Bachelor
42602,Big Data Engineer,5,Master
42603,Research Scientist,3,Master
42604,Big Data Engineer,8,Bachelor
42605,Business Intelligence Analyst,10,PhD
42606,Big Data Engineer,5,Master
42607,Quantitative Analyst,2,Master
42608,Statistician,3,Bachelor
42609,Data Engineer,8,PhD
42610,Quantitative Analyst,9,PhD
42611,Machine Learning Engineer,5,Bachelor
42612,Machine Learning Engineer,10,Master
42613,Machine Learning Engineer,5,PhD
42614,Statistician,3,PhD
42615,Data Engineer,2,Master
42616,Data Scientist,5,PhD
42617,Big Data Engineer,1,Bachelor
42618,Business Intelligence Analyst,2,Master
42619,Machine Learning Engineer,7,Master
42620,Quantitative Analyst,10,Master
42621,Research Scientist,7,PhD
42622,Big Data Engineer,8,PhD
42623,Research Scientist,7,Bachelor
42624,Quantitative Analyst,6,PhD
42625,Data Analyst,8,Master
42626,Big Data Engineer,4,Bachelor
42627,Statistician,3,Master
42628,Research Scientist,5,PhD
42629,Machine Learning Engineer,6,PhD
42630,Data Engineer,10,PhD
42631,Data Analyst,9,Bachelor
42632,Data Scientist,9,Master
42633,Quantitative Analyst,3,PhD
42634,Quantitative Analyst,2,PhD
42635,Data Architect,1,Master
42636,Statistician,9,PhD
42637,Data Scientist,5,Bachelor
42638,Statistician,2,Bachelor
42639,Machine Learning Engineer,8,PhD
42640,Big Data Engineer,3,Bachelor
42641,Business Intelligence Analyst,8,PhD
42642,Data Engineer,7,Bachelor
42643,Research Scientist,6,Bachelor
42644,Big Data Engineer,5,Master
42645,Research Scientist,5,Master
42646,Quantitative Analyst,9,Master
42647,Data Engineer,9,Bachelor
42648,Data Engineer,5,Bachelor
42649,Data Engineer,4,Bachelor
42650,Data Scientist,10,Bachelor
42651,Data Architect,2,Master
42652,Data Engineer,4,PhD
42653,Data Engineer,7,Master
42654,Quantitative Analyst,8,Bachelor
42655,Data Scientist,5,Master
42656,Machine Learning Engineer,6,Bachelor
42657,Research Scientist,8,PhD
42658,Machine Learning Engineer,5,Bachelor
42659,Research Scientist,7,PhD
42660,Data Architect,2,PhD
42661,Quantitative Analyst,3,Master
42662,Data Scientist,4,Bachelor
42663,Data Analyst,7,Bachelor
42664,Business Intelligence Analyst,4,PhD
42665,Data Analyst,1,Master
42666,Research Scientist,6,PhD
42667,Machine Learning Engineer,7,Master
42668,Data Architect,6,Bachelor
42669,Statistician,5,PhD
42670,Data Engineer,6,PhD
42671,Statistician,2,PhD
42672,Data Architect,9,PhD
42673,Data Architect,2,Master
42674,Quantitative Analyst,1,Bachelor
42675,Machine Learning Engineer,8,PhD
42676,Data Scientist,9,PhD
42677,Research Scientist,6,Master
42678,Data Architect,6,PhD
42679,Research Scientist,3,Master
42680,Data Engineer,7,PhD
42681,Business Intelligence Analyst,5,PhD
42682,Data Architect,5,Bachelor
42683,Machine Learning Engineer,2,Bachelor
42684,Data Architect,9,Master
42685,Quantitative Analyst,10,Bachelor
42686,Big Data Engineer,5,Master
42687,Data Architect,1,Bachelor
42688,Business Intelligence Analyst,3,PhD
42689,Data Engineer,2,PhD
42690,Data Engineer,8,Bachelor
42691,Business Intelligence Analyst,6,PhD
42692,Statistician,6,Bachelor
42693,Quantitative Analyst,2,Master
42694,Data Analyst,8,Master
42695,Data Scientist,8,PhD
42696,Data Architect,1,PhD
42697,Quantitative Analyst,5,Bachelor
42698,Research Scientist,4,PhD
42699,Business Intelligence Analyst,5,Master
42700,Data Analyst,2,Master
42701,Data Engineer,6,Bachelor
42702,Statistician,7,PhD
42703,Business Intelligence Analyst,1,PhD
42704,Research Scientist,8,PhD
42705,Statistician,10,PhD
42706,Business Intelligence Analyst,10,Master
42707,Data Architect,9,PhD
42708,Statistician,9,PhD
42709,Big Data Engineer,5,PhD
42710,Data Scientist,10,Bachelor
42711,Data Architect,2,Bachelor
42712,Data Analyst,4,PhD
42713,Business Intelligence Analyst,7,Master
42714,Machine Learning Engineer,9,Master
42715,Statistician,9,PhD
42716,Data Analyst,6,PhD
42717,Data Analyst,10,PhD
42718,Quantitative Analyst,5,Bachelor
42719,Data Analyst,10,PhD
42720,Data Scientist,5,Bachelor
42721,Data Architect,7,Master
42722,Data Analyst,6,Master
42723,Machine Learning Engineer,7,Master
42724,Data Engineer,7,Master
42725,Business Intelligence Analyst,8,PhD
42726,Business Intelligence Analyst,9,Master
42727,Business Intelligence Analyst,5,Master
42728,Data Scientist,4,Master
42729,Data Scientist,5,Master
42730,Machine Learning Engineer,5,PhD
42731,Data Engineer,1,Master
42732,Data Architect,2,Bachelor
42733,Statistician,6,Master
42734,Data Architect,10,Master
42735,Quantitative Analyst,3,PhD
42736,Quantitative Analyst,9,PhD
42737,Statistician,4,Master
42738,Data Engineer,1,Bachelor
42739,Big Data Engineer,9,Bachelor
42740,Statistician,5,PhD
42741,Data Architect,6,Bachelor
42742,Data Engineer,5,Master
42743,Data Engineer,10,Bachelor
42744,Statistician,9,Master
42745,Statistician,4,Master
42746,Data Scientist,2,Master
42747,Big Data Engineer,4,Master
42748,Statistician,10,PhD
42749,Statistician,4,PhD
42750,Business Intelligence Analyst,2,Master
42751,Data Engineer,10,Master
42752,Data Scientist,4,Master
42753,Research Scientist,9,Master
42754,Statistician,6,PhD
42755,Data Scientist,6,Bachelor
42756,Data Engineer,7,Master
42757,Quantitative Analyst,2,Master
42758,Data Scientist,6,PhD
42759,Data Analyst,7,Master
42760,Research Scientist,4,Bachelor
42761,Data Engineer,3,PhD
42762,Data Architect,7,Bachelor
42763,Big Data Engineer,10,Master
42764,Data Scientist,2,Bachelor
42765,Machine Learning Engineer,8,Master
42766,Business Intelligence Analyst,9,PhD
42767,Data Engineer,5,Bachelor
42768,Statistician,5,PhD
42769,Machine Learning Engineer,4,Bachelor
42770,Machine Learning Engineer,4,Master
42771,Statistician,2,Bachelor
42772,Quantitative Analyst,9,PhD
42773,Data Scientist,10,Master
42774,Machine Learning Engineer,2,PhD
42775,Data Engineer,9,Bachelor
42776,Big Data Engineer,2,Master
42777,Data Scientist,5,Bachelor
42778,Big Data Engineer,5,Master
42779,Data Engineer,2,Master
42780,Quantitative Analyst,3,PhD
42781,Machine Learning Engineer,5,PhD
42782,Data Architect,7,PhD
42783,Statistician,5,PhD
42784,Business Intelligence Analyst,7,Bachelor
42785,Business Intelligence Analyst,4,Bachelor
42786,Quantitative Analyst,6,Bachelor
42787,Data Architect,10,Bachelor
42788,Data Scientist,7,PhD
42789,Data Scientist,2,Master
42790,Business Intelligence Analyst,2,Bachelor
42791,Data Scientist,2,Bachelor
42792,Machine Learning Engineer,2,Bachelor
42793,Quantitative Analyst,2,Bachelor
42794,Data Scientist,8,Bachelor
42795,Statistician,7,PhD
42796,Data Analyst,4,Bachelor
42797,Data Scientist,8,Bachelor
42798,Research Scientist,2,PhD
42799,Data Scientist,6,Bachelor
42800,Research Scientist,1,PhD
42801,Data Architect,3,PhD
42802,Quantitative Analyst,4,PhD
42803,Data Engineer,1,PhD
42804,Statistician,5,PhD
42805,Machine Learning Engineer,7,PhD
42806,Machine Learning Engineer,9,PhD
42807,Quantitative Analyst,1,Bachelor
42808,Research Scientist,4,PhD
42809,Business Intelligence Analyst,3,Master
42810,Statistician,1,PhD
42811,Business Intelligence Analyst,7,Master
42812,Data Analyst,8,Master
42813,Data Architect,2,Bachelor
42814,Data Analyst,4,Bachelor
42815,Data Scientist,7,PhD
42816,Quantitative Analyst,2,PhD
42817,Machine Learning Engineer,10,Master
42818,Machine Learning Engineer,4,Master
42819,Business Intelligence Analyst,7,Bachelor
42820,Quantitative Analyst,5,Master
42821,Data Analyst,5,Master
42822,Data Analyst,8,Bachelor
42823,Big Data Engineer,3,Bachelor
42824,Data Architect,9,PhD
42825,Machine Learning Engineer,1,PhD
42826,Machine Learning Engineer,2,Master
42827,Data Analyst,5,PhD
42828,Data Scientist,9,PhD
42829,Quantitative Analyst,2,Master
42830,Quantitative Analyst,3,PhD
42831,Research Scientist,7,Bachelor
42832,Big Data Engineer,8,Master
42833,Data Analyst,10,Bachelor
42834,Research Scientist,1,Master
42835,Machine Learning Engineer,8,PhD
42836,Research Scientist,6,Master
42837,Machine Learning Engineer,5,Master
42838,Business Intelligence Analyst,3,PhD
42839,Data Scientist,7,PhD
42840,Research Scientist,8,Bachelor
42841,Big Data Engineer,8,Bachelor
42842,Data Analyst,7,PhD
42843,Data Scientist,5,Master
42844,Statistician,7,PhD
42845,Data Engineer,5,Master
42846,Data Scientist,8,Bachelor
42847,Data Scientist,1,PhD
42848,Big Data Engineer,6,PhD
42849,Data Architect,7,Master
42850,Data Scientist,6,PhD
42851,Data Analyst,9,Bachelor
42852,Data Scientist,1,PhD
42853,Quantitative Analyst,5,Master
42854,Business Intelligence Analyst,5,PhD
42855,Data Architect,8,Bachelor
42856,Business Intelligence Analyst,1,Master
42857,Big Data Engineer,1,PhD
42858,Research Scientist,3,Bachelor
42859,Research Scientist,2,PhD
42860,Data Architect,4,Bachelor
42861,Business Intelligence Analyst,10,Bachelor
42862,Data Analyst,8,PhD
42863,Data Engineer,1,Master
42864,Quantitative Analyst,7,Master
42865,Business Intelligence Analyst,8,Bachelor
42866,Research Scientist,6,PhD
42867,Data Engineer,10,PhD
42868,Data Analyst,3,PhD
42869,Data Architect,7,Bachelor
42870,Big Data Engineer,2,Master
42871,Research Scientist,8,Bachelor
42872,Data Architect,10,Bachelor
42873,Data Engineer,8,PhD
42874,Big Data Engineer,9,Master
42875,Data Architect,10,Master
42876,Data Analyst,6,PhD
42877,Data Engineer,8,Master
42878,Big Data Engineer,1,Master
42879,Research Scientist,3,Bachelor
42880,Data Scientist,1,PhD
42881,Business Intelligence Analyst,9,PhD
42882,Data Architect,9,Master
42883,Quantitative Analyst,2,Master
42884,Business Intelligence Analyst,7,Bachelor
42885,Business Intelligence Analyst,2,Bachelor
42886,Business Intelligence Analyst,9,PhD
42887,Data Scientist,2,PhD
42888,Statistician,1,Master
42889,Big Data Engineer,9,PhD
42890,Research Scientist,5,PhD
42891,Data Architect,5,PhD
42892,Big Data Engineer,9,PhD
42893,Quantitative Analyst,5,Bachelor
42894,Data Scientist,3,Master
42895,Big Data Engineer,8,PhD
42896,Business Intelligence Analyst,5,PhD
42897,Data Architect,3,PhD
42898,Data Engineer,4,PhD
42899,Research Scientist,3,Bachelor
42900,Data Architect,9,PhD
42901,Data Engineer,8,Bachelor
42902,Machine Learning Engineer,2,Master
42903,Quantitative Analyst,8,Bachelor
42904,Data Analyst,4,Master
42905,Machine Learning Engineer,3,Master
42906,Data Engineer,2,Bachelor
42907,Quantitative Analyst,1,PhD
42908,Data Engineer,6,PhD
42909,Statistician,8,PhD
42910,Data Analyst,7,Bachelor
42911,Quantitative Analyst,1,Master
42912,Data Engineer,4,Bachelor
42913,Research Scientist,4,Bachelor
42914,Research Scientist,7,PhD
42915,Big Data Engineer,6,Bachelor
42916,Data Scientist,4,Bachelor
42917,Data Analyst,4,Master
42918,Data Analyst,10,PhD
42919,Research Scientist,7,Bachelor
42920,Data Analyst,10,Bachelor
42921,Data Architect,7,PhD
42922,Data Analyst,10,Bachelor
42923,Business Intelligence Analyst,3,Bachelor
42924,Business Intelligence Analyst,3,Bachelor
42925,Business Intelligence Analyst,7,PhD
42926,Machine Learning Engineer,6,Bachelor
42927,Statistician,6,PhD
42928,Big Data Engineer,9,Master
42929,Quantitative Analyst,1,PhD
42930,Data Architect,9,Master
42931,Research Scientist,10,Master
42932,Data Scientist,9,Master
42933,Data Scientist,10,PhD
42934,Data Engineer,2,Master
42935,Data Analyst,5,Bachelor
42936,Data Scientist,9,Master
42937,Data Engineer,7,Master
42938,Statistician,4,Bachelor
42939,Data Analyst,3,PhD
42940,Big Data Engineer,7,Master
42941,Data Analyst,4,Bachelor
42942,Machine Learning Engineer,2,Bachelor
42943,Machine Learning Engineer,3,PhD
42944,Big Data Engineer,5,PhD
42945,Statistician,6,Master
42946,Data Engineer,6,Master
42947,Data Architect,9,Bachelor
42948,Big Data Engineer,7,PhD
42949,Business Intelligence Analyst,10,Bachelor
42950,Quantitative Analyst,7,Bachelor
42951,Business Intelligence Analyst,10,PhD
42952,Data Analyst,7,PhD
42953,Data Engineer,3,PhD
42954,Data Scientist,6,Bachelor
42955,Machine Learning Engineer,7,Bachelor
42956,Quantitative Analyst,4,PhD
42957,Statistician,10,Bachelor
42958,Data Engineer,6,Master
42959,Research Scientist,10,Master
42960,Data Architect,9,Master
42961,Machine Learning Engineer,10,PhD
42962,Statistician,1,PhD
42963,Data Analyst,1,Bachelor
42964,Research Scientist,8,Bachelor
42965,Quantitative Analyst,6,PhD
42966,Business Intelligence Analyst,7,Master
42967,Data Architect,10,Master
42968,Data Architect,9,Bachelor
42969,Research Scientist,7,Master
42970,Data Engineer,9,Master
42971,Business Intelligence Analyst,2,Master
42972,Business Intelligence Analyst,7,PhD
42973,Research Scientist,4,Master
42974,Data Scientist,5,Bachelor
42975,Data Analyst,5,PhD
42976,Big Data Engineer,4,Master
42977,Statistician,8,Bachelor
42978,Quantitative Analyst,6,Bachelor
42979,Data Engineer,8,Master
42980,Business Intelligence Analyst,1,Master
42981,Machine Learning Engineer,2,Master
42982,Data Architect,8,PhD
42983,Data Engineer,7,PhD
42984,Data Scientist,4,PhD
42985,Big Data Engineer,9,Bachelor
42986,Business Intelligence Analyst,7,Bachelor
42987,Data Architect,9,PhD
42988,Business Intelligence Analyst,5,Bachelor
42989,Machine Learning Engineer,3,PhD
42990,Data Engineer,6,Bachelor
42991,Machine Learning Engineer,5,Master
42992,Quantitative Analyst,8,PhD
42993,Research Scientist,8,Master
42994,Statistician,3,PhD
42995,Data Scientist,10,PhD
42996,Quantitative Analyst,9,Master
42997,Quantitative Analyst,3,Master
42998,Business Intelligence Analyst,5,Bachelor
42999,Data Scientist,4,Master
43000,Quantitative Analyst,6,Master
43001,Quantitative Analyst,8,PhD
43002,Big Data Engineer,5,Master
43003,Research Scientist,9,PhD
43004,Data Architect,3,PhD
43005,Big Data Engineer,3,PhD
43006,Big Data Engineer,3,Master
43007,Statistician,2,Bachelor
43008,Data Engineer,8,Master
43009,Data Architect,3,Bachelor
43010,Data Engineer,10,Master
43011,Data Engineer,7,PhD
43012,Data Analyst,2,Master
43013,Data Architect,10,Master
43014,Data Engineer,7,Master
43015,Big Data Engineer,5,PhD
43016,Machine Learning Engineer,2,Master
43017,Data Engineer,3,Bachelor
43018,Data Engineer,6,Master
43019,Data Analyst,3,Master
43020,Big Data Engineer,6,PhD
43021,Data Architect,1,PhD
43022,Data Scientist,6,Master
43023,Research Scientist,7,PhD
43024,Data Scientist,4,Bachelor
43025,Data Analyst,1,Master
43026,Quantitative Analyst,3,PhD
43027,Data Architect,2,Master
43028,Business Intelligence Analyst,8,PhD
43029,Business Intelligence Analyst,2,Bachelor
43030,Data Architect,9,PhD
43031,Research Scientist,5,Master
43032,Data Analyst,4,PhD
43033,Quantitative Analyst,3,PhD
43034,Machine Learning Engineer,10,PhD
43035,Data Engineer,10,Bachelor
43036,Business Intelligence Analyst,3,Bachelor
43037,Quantitative Analyst,5,Master
43038,Research Scientist,2,Bachelor
43039,Data Engineer,10,Bachelor
43040,Quantitative Analyst,10,Master
43041,Quantitative Analyst,8,Bachelor
43042,Data Scientist,7,PhD
43043,Statistician,8,Bachelor
43044,Data Analyst,3,Master
43045,Data Analyst,10,Bachelor
43046,Business Intelligence Analyst,3,Bachelor
43047,Machine Learning Engineer,7,PhD
43048,Data Analyst,1,PhD
43049,Quantitative Analyst,7,Master
43050,Data Analyst,1,PhD
43051,Data Scientist,8,Master
43052,Statistician,10,PhD
43053,Quantitative Analyst,7,Bachelor
43054,Data Analyst,5,Master
43055,Data Architect,7,Master
43056,Business Intelligence Analyst,6,PhD
43057,Business Intelligence Analyst,8,Master
43058,Business Intelligence Analyst,9,PhD
43059,Statistician,3,Master
43060,Data Engineer,4,Bachelor
43061,Business Intelligence Analyst,6,Bachelor
43062,Quantitative Analyst,8,PhD
43063,Research Scientist,4,Master
43064,Data Scientist,9,PhD
43065,Business Intelligence Analyst,4,Bachelor
43066,Data Engineer,4,PhD
43067,Data Analyst,5,Bachelor
43068,Data Analyst,10,PhD
43069,Data Engineer,1,Bachelor
43070,Data Architect,1,PhD
43071,Business Intelligence Analyst,7,PhD
43072,Machine Learning Engineer,5,Bachelor
43073,Big Data Engineer,5,Bachelor
43074,Data Architect,2,PhD
43075,Data Engineer,9,PhD
43076,Quantitative Analyst,9,PhD
43077,Data Analyst,4,Master
43078,Quantitative Analyst,7,PhD
43079,Research Scientist,3,PhD
43080,Data Analyst,4,PhD
43081,Research Scientist,5,Bachelor
43082,Data Scientist,6,Bachelor
43083,Business Intelligence Analyst,3,PhD
43084,Data Analyst,8,Bachelor
43085,Data Engineer,2,Bachelor
43086,Data Analyst,7,PhD
43087,Business Intelligence Analyst,8,PhD
43088,Big Data Engineer,7,Master
43089,Quantitative Analyst,5,Master
43090,Big Data Engineer,9,Master
43091,Quantitative Analyst,10,PhD
43092,Business Intelligence Analyst,10,PhD
43093,Research Scientist,6,Master
43094,Data Scientist,1,PhD
43095,Business Intelligence Analyst,10,Master
43096,Statistician,1,Bachelor
43097,Machine Learning Engineer,3,PhD
43098,Data Engineer,8,Bachelor
43099,Machine Learning Engineer,5,Bachelor
43100,Data Analyst,8,Master
43101,Data Architect,8,Master
43102,Data Architect,1,Master
43103,Data Architect,2,Bachelor
43104,Quantitative Analyst,9,Master
43105,Data Architect,3,Master
43106,Data Engineer,1,Bachelor
43107,Data Scientist,1,Bachelor
43108,Data Engineer,3,PhD
43109,Data Analyst,7,PhD
43110,Data Analyst,2,Bachelor
43111,Business Intelligence Analyst,8,Master
43112,Business Intelligence Analyst,10,Master
43113,Research Scientist,8,PhD
43114,Quantitative Analyst,6,Bachelor
43115,Big Data Engineer,1,PhD
43116,Research Scientist,9,Master
43117,Research Scientist,10,Bachelor
43118,Big Data Engineer,10,PhD
43119,Data Architect,3,Bachelor
43120,Statistician,10,Bachelor
43121,Big Data Engineer,3,Master
43122,Quantitative Analyst,2,Master
43123,Business Intelligence Analyst,3,PhD
43124,Business Intelligence Analyst,9,Master
43125,Big Data Engineer,6,Bachelor
43126,Research Scientist,7,PhD
43127,Research Scientist,1,PhD
43128,Statistician,1,PhD
43129,Machine Learning Engineer,9,PhD
43130,Data Analyst,1,Bachelor
43131,Statistician,9,PhD
43132,Data Engineer,8,PhD
43133,Big Data Engineer,3,Bachelor
43134,Statistician,3,Bachelor
43135,Business Intelligence Analyst,2,Master
43136,Data Architect,7,PhD
43137,Business Intelligence Analyst,4,Bachelor
43138,Business Intelligence Analyst,1,Bachelor
43139,Research Scientist,7,Master
43140,Data Analyst,9,Master
43141,Business Intelligence Analyst,10,Bachelor
43142,Data Architect,7,Bachelor
43143,Business Intelligence Analyst,10,Bachelor
43144,Data Engineer,6,PhD
43145,Data Engineer,3,Master
43146,Quantitative Analyst,4,Master
43147,Machine Learning Engineer,1,Bachelor
43148,Statistician,1,Bachelor
43149,Business Intelligence Analyst,7,Bachelor
43150,Business Intelligence Analyst,3,Bachelor
43151,Data Analyst,10,Master
43152,Statistician,5,PhD
43153,Data Engineer,6,PhD
43154,Data Scientist,3,Bachelor
43155,Business Intelligence Analyst,3,PhD
43156,Quantitative Analyst,3,PhD
43157,Data Scientist,9,Master
43158,Machine Learning Engineer,10,Master
43159,Data Architect,3,Master
43160,Quantitative Analyst,3,PhD
43161,Machine Learning Engineer,6,Master
43162,Quantitative Analyst,10,Master
43163,Business Intelligence Analyst,9,PhD
43164,Quantitative Analyst,1,PhD
43165,Machine Learning Engineer,2,PhD
43166,Big Data Engineer,9,Master
43167,Business Intelligence Analyst,9,Master
43168,Statistician,7,PhD
43169,Big Data Engineer,4,Bachelor
43170,Data Engineer,6,Bachelor
43171,Research Scientist,7,Master
43172,Machine Learning Engineer,6,Master
43173,Quantitative Analyst,3,Master
43174,Statistician,4,PhD
43175,Business Intelligence Analyst,10,PhD
43176,Business Intelligence Analyst,7,Master
43177,Machine Learning Engineer,6,Bachelor
43178,Data Engineer,1,Bachelor
43179,Data Architect,4,PhD
43180,Data Engineer,10,Master
43181,Data Architect,6,Master
43182,Research Scientist,8,PhD
43183,Quantitative Analyst,10,Bachelor
43184,Data Analyst,7,Bachelor
43185,Machine Learning Engineer,8,Master
43186,Machine Learning Engineer,3,PhD
43187,Data Scientist,3,PhD
43188,Data Analyst,6,Bachelor
43189,Data Scientist,4,PhD
43190,Research Scientist,8,Bachelor
43191,Quantitative Analyst,10,Bachelor
43192,Quantitative Analyst,5,PhD
